Id,LotFrontage,LotArea,LotArea - delete,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MiscVal,MoSold,YrSold,SalePrice
738,72,10463.51312,10463,CulDSac,1Fam,2Story,8,5,2005,2005,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,0,893,893,Y,SBrkr,901,900,0,1801,0,0,2,1,3,1,Gd,8,Typ,1,Gd,2005,Fin,3,800,TA,0,116,0,0,0,0,NA,0,6,2006,239900
739,60,10800.02277,10800,Inside,Duplex,1Story,5,5,1987,1988,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200,0,0,1200,Y,SBrkr,1200,0,0,1200,3,0,3,0,3,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,120,0,0,0,0,0,NA,0,3,2009,179000
740,65,9313.767287,9313,Inside,1Fam,2Story,7,5,2004,2004,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,0,864,864,Y,SBrkr,864,864,0,1728,0,0,2,1,3,1,Gd,7,Typ,0,NA,2004,RFn,2,572,TA,187,56,0,0,0,0,NA,0,4,2009,190000
741,60,9600.219011,9600,Inside,1Fam,2Story,5,7,1910,2002,Wd Sdng,Wd Shng,None,0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,0,264,264,Y,SBrkr,768,664,0,1432,0,0,2,0,2,1,TA,7,Typ,0,NA,1910,Unf,2,360,TA,270,0,112,0,0,0,NA,0,5,2007,132000
742,65,6768.188169,6768,Inside,1Fam,1Story,6,8,1961,1996,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832,0,80,912,Y,SBrkr,912,0,0,912,1,1,1,0,3,1,Gd,5,Typ,0,NA,1962,Unf,1,288,TA,168,0,0,0,0,0,NA,0,5,2008,142000
743,65,8450.685891,8450,Inside,1Fam,1Story,7,5,2000,2001,VinylSd,VinylSd,BrkFace,108,TA,TA,PConc,Gd,TA,No,Unf,0,0,1349,1349,Y,SBrkr,1349,0,0,1349,0,0,2,0,3,1,TA,6,Typ,0,NA,2000,Unf,2,539,TA,120,55,0,0,0,0,NA,0,12,2007,179000
744,70,12886.46181,12886,Inside,1Fam,SLvl,5,6,1963,1999,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Av,ALQ,444,0,76,520,Y,SBrkr,1464,0,0,1464,0,1,2,0,3,1,TA,6,Min2,1,TA,1997,RFn,2,480,TA,302,0,0,0,100,0,NA,0,10,2009,175000
745,41,5395.908418,5395,Inside,TwnhsE,1Story,8,5,1993,1993,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,733,0,604,1337,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Typ,1,TA,1993,RFn,2,462,TA,96,0,70,168,0,0,NA,0,10,2008,180000
746,,8963.40559,8963,Inside,1Fam,2Story,8,9,1976,1996,VinylSd,VinylSd,BrkFace,289,Ex,Gd,CBlock,TA,Gd,No,GLQ,575,80,487,1142,Y,SBrkr,1175,1540,0,2715,0,1,3,1,4,1,Gd,11,Typ,2,TA,1994,Fin,2,831,TA,0,204,0,0,0,0,NA,0,7,2008,299800
747,,8795.815915,8795,Inside,1Fam,2Story,7,5,2000,2000,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,300,0,652,952,Y,SBrkr,980,1276,0,2256,0,0,2,1,4,1,Gd,8,Typ,1,TA,2000,Fin,2,554,TA,224,54,0,0,0,0,NA,0,4,2009,236000
748,65,11700.16533,11700,Corner,1Fam,2Story,7,7,1880,2003,Stucco,Stucco,None,0,Gd,TA,Stone,TA,Fa,No,Unf,0,0,1240,1240,N,SBrkr,1320,1320,0,2640,0,0,1,1,4,1,Gd,8,Typ,1,Gd,1950,Unf,4,864,TA,181,0,386,0,0,0,NA,0,5,2009,265979
749,59,10593.71367,10593,Inside,1Fam,1Story,7,5,1996,1996,VinylSd,VinylSd,BrkFace,338,Gd,TA,PConc,Gd,TA,No,GLQ,919,0,801,1720,Y,SBrkr,1720,0,0,1720,1,0,2,0,3,1,Gd,7,Typ,1,TA,1996,Fin,2,527,TA,240,56,154,0,0,0,NA,0,3,2010,260400
750,50,8405.47227,8405,Inside,1Fam,1.5Fin,4,3,1945,1950,WdShing,Wd Shng,None,0,TA,TA,Slab,NA,NA,NA,NA,0,0,0,0,N,FuseF,1088,441,0,1529,0,0,2,0,4,1,TA,9,Mod,0,NA,1945,Unf,1,240,TA,92,0,185,0,0,0,NA,0,4,2009,98000
751,55,8800.153852,8800,Corner,1Fam,1.5Fin,4,7,1910,2004,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,0,576,576,Y,SBrkr,792,348,0,1140,0,0,1,0,3,1,TA,7,Min2,0,NA,NA,NA,0,0,NA,0,160,0,0,0,0,NA,0,6,2010,96500
752,,7750.287821,7750,Inside,1Fam,2Story,7,5,2003,2003,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,0,660,660,Y,SBrkr,660,660,0,1320,0,0,2,1,3,1,Gd,6,Typ,0,NA,2003,Fin,2,400,TA,0,48,0,0,0,0,NA,0,8,2007,162000
753,79,9236.386863,9236,Inside,1Fam,1Story,6,5,1997,1997,VinylSd,VinylSd,None,0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,0,279,1479,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,Gd,6,Typ,0,NA,1997,RFn,2,576,TA,168,27,0,0,0,0,NA,0,7,2006,217000
754,80,10240.00291,10240,Inside,1Fam,2Story,8,5,2005,2005,VinylSd,VinylSd,BrkFace,178,Gd,TA,PConc,Gd,TA,Mn,Unf,0,0,1030,1030,Y,SBrkr,1038,1060,0,2098,0,0,2,1,3,1,Ex,8,Typ,1,Gd,2005,RFn,3,878,TA,192,52,0,0,0,0,NA,0,3,2006,275500
755,61,7930.015512,7930,Inside,1Fam,1Story,6,8,1969,2005,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,GLQ,439,472,115,1026,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,Gd,5,Typ,0,NA,1969,RFn,2,440,TA,171,48,0,0,0,0,NA,0,7,2009,156000
756,34,3230.391666,3230,Inside,TwnhsE,2Story,6,5,1999,1999,MetalSd,MetalSd,BrkFace,894,TA,TA,PConc,Gd,TA,No,GLQ,381,0,348,729,Y,SBrkr,742,729,0,1471,0,0,2,1,3,1,TA,6,Typ,0,NA,1999,Unf,2,440,TA,0,24,0,0,0,0,NA,0,3,2009,172500
757,68,10769.17423,10769,Inside,1Fam,2Story,8,5,2007,2007,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,0,846,866,Y,SBrkr,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,NA,2007,RFn,2,578,TA,144,105,0,0,0,0,NA,0,4,2009,212000
758,,11616.53361,11616,CulDSac,1Fam,2Story,6,5,1978,1978,HdBoard,HdBoard,BrkCmn,328,TA,TA,CBlock,TA,TA,Mn,Rec,438,0,234,672,Y,SBrkr,672,714,0,1386,0,0,2,1,3,1,TA,6,Typ,1,TA,1978,Fin,2,440,TA,335,0,0,0,0,0,NA,0,4,2010,158900
759,24,2280.017915,2280,Inside,Twnhs,2Story,7,5,1999,1999,MetalSd,MetalSd,BrkFace,360,TA,TA,PConc,Gd,TA,No,ALQ,549,0,195,744,Y,SBrkr,757,744,0,1501,0,0,2,1,3,1,TA,6,Typ,0,NA,1999,Unf,2,440,TA,0,0,0,0,0,0,NA,0,8,2008,179400
760,65,12257.02727,12257,Inside,1Fam,2Story,8,5,1995,1995,VinylSd,VinylSd,BrkFace,513,Gd,TA,PConc,Gd,TA,Av,LwQ,56,64,1198,1318,Y,SBrkr,1328,1203,0,2531,0,0,2,1,4,1,Gd,9,Typ,1,TA,1995,RFn,3,752,TA,222,98,0,0,0,0,NA,0,11,2007,290000
761,70,9100.026758,9100,Inside,1Fam,1Story,6,6,1959,1959,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,612,0,252,864,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,5,Typ,0,NA,2008,Unf,1,300,Ex,0,0,0,0,0,0,Shed,450,10,2009,127500
762,60,6911.71491,6911,FR2,1Fam,1Story,5,5,1924,1950,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,Mn,LwQ,405,0,740,1145,Y,SBrkr,1301,0,0,1301,0,0,1,0,2,1,Fa,5,Min1,0,NA,1965,Unf,2,440,TA,0,0,0,0,0,0,NA,0,10,2009,100000
763,72,8640.815377,8640,Inside,1Fam,2Story,7,5,2009,2009,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,0,732,756,Y,SBrkr,764,783,0,1547,0,0,2,1,3,1,Gd,7,Typ,0,NA,2009,Unf,2,614,TA,169,45,0,0,0,0,NA,0,6,2010,215200
764,82,9430.34237,9430,Inside,1Fam,2Story,8,5,1999,1999,VinylSd,VinylSd,BrkFace,673,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,0,89,1252,Y,SBrkr,1268,1097,0,2365,1,0,2,1,3,1,Gd,8,Typ,1,Gd,1999,RFn,3,856,TA,0,128,0,0,180,0,NA,0,7,2009,337000
765,30,9549.929021,9549,CulDSac,TwnhsE,1Story,8,5,1995,1996,BrkFace,BrkFace,None,0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,1057,0,1494,Y,SBrkr,1494,0,0,1494,1,0,1,1,2,1,Ex,6,Typ,1,Gd,1995,Fin,2,481,TA,0,30,0,0,216,0,NA,0,4,2006,270000
766,75,14587.68896,14587,Inside,1Fam,1Story,9,5,2008,2008,VinylSd,VinylSd,Stone,284,Gd,TA,PConc,Gd,TA,No,Unf,0,0,1498,1498,Y,SBrkr,1506,0,0,1506,0,0,2,0,2,1,Ex,6,Typ,1,Gd,2008,Fin,2,592,TA,0,174,0,0,0,0,NA,0,8,2008,264132
767,80,10421.87423,10421,Inside,1Fam,2Story,7,5,1988,1988,HdBoard,HdBoard,BrkFace,42,TA,TA,CBlock,Gd,TA,No,GLQ,394,0,586,980,Y,SBrkr,980,734,0,1714,0,0,2,1,3,1,TA,7,Typ,1,TA,1988,Unf,2,496,TA,228,66,156,0,0,0,Shed,500,3,2010,196500
768,75,12508.64671,12508,Inside,1Fam,1.5Fin,6,7,1940,1985,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,0,323,983,Y,SBrkr,983,767,0,1750,1,0,2,0,4,1,TA,7,Mod,0,NA,1989,Unf,1,423,TA,245,0,156,0,0,0,Shed,1300,7,2008,160000
769,70,9100.174633,9100,Inside,1Fam,1Story,7,5,2004,2005,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,24,0,1836,1860,Y,SBrkr,1836,0,0,1836,0,0,2,0,3,1,Gd,8,Typ,1,Gd,2004,Fin,2,484,TA,120,33,0,0,0,0,NA,0,10,2006,216837
770,47,53504.01081,53504,CulDSac,1Fam,2Story,8,5,2003,2003,CemntBd,Wd Shng,BrkFace,603,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,0,234,1650,Y,SBrkr,1690,1589,0,3279,1,0,3,1,4,1,Ex,12,Mod,1,Gd,2003,Fin,3,841,TA,503,36,0,0,210,0,NA,0,6,2010,538000
771,,7252.077834,7252,CulDSac,1Fam,SFoyer,5,5,1982,1982,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,0,173,858,Y,SBrkr,858,0,0,858,1,0,1,0,2,1,TA,5,Typ,0,NA,1983,Unf,2,576,TA,120,0,0,0,0,0,NA,0,4,2009,134900
772,67,8877.696595,8877,Inside,1Fam,1Story,4,5,1951,1951,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,0,0,836,Y,FuseF,1220,0,0,1220,0,0,1,0,2,1,TA,6,Typ,0,NA,1951,Unf,2,396,TA,0,0,0,0,0,0,NA,0,4,2006,102000
773,94,7819.132294,7819,Inside,1Fam,SLvl,6,5,1976,1976,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,422,127,480,1029,Y,SBrkr,1117,0,0,1117,1,0,1,0,3,1,TA,6,Typ,1,TA,1976,Unf,2,672,TA,144,0,0,0,0,0,NA,0,3,2010,107000
774,70,10150.13464,10150,Inside,1Fam,1Story,5,5,1958,1958,Wd Sdng,Wd Sdng,None,1,TA,TA,CBlock,TA,TA,No,Rec,456,0,456,912,Y,FuseA,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,NA,1958,RFn,1,275,TA,0,0,0,0,0,0,NA,0,7,2007,114500
775,110,14226.87247,14226,Corner,1Fam,1Story,8,5,2006,2006,VinylSd,VinylSd,BrkFace,375,Gd,TA,PConc,Gd,TA,Av,Unf,0,0,1935,1935,Y,SBrkr,1973,0,0,1973,0,0,2,0,3,1,Gd,9,Typ,1,Gd,2006,Fin,3,895,TA,315,45,0,0,0,0,NA,0,7,2007,395000
776,32,4500.453134,4500,FR2,TwnhsE,1Story,6,5,1998,1998,VinylSd,VinylSd,BrkFace,320,TA,TA,PConc,Ex,TA,No,GLQ,866,0,338,1204,Y,SBrkr,1204,0,0,1204,1,0,2,0,2,1,TA,5,Typ,0,NA,1998,Fin,2,412,TA,0,247,0,0,0,0,NA,0,6,2009,162000
777,86,11210.41866,11210,Inside,1Fam,1Story,7,5,2005,2006,VinylSd,VinylSd,BrkFace,240,Gd,TA,PConc,Gd,TA,Av,GLQ,20,0,1594,1614,Y,SBrkr,1614,0,0,1614,0,0,2,0,3,1,Gd,7,Typ,0,NA,2005,RFn,3,865,TA,144,59,0,0,0,0,NA,0,7,2006,221500
778,100,13350.05311,13350,Inside,1Fam,1Story,5,5,1974,1974,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,762,0,102,864,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,Fa,1974,Unf,2,440,TA,241,0,0,0,0,0,NA,0,6,2006,142500
779,60,8400.739922,8400,Inside,Duplex,1Story,5,5,1977,1977,Plywood,Plywood,BrkFace,320,TA,TA,Slab,NA,NA,NA,NA,0,0,0,0,Y,SBrkr,2020,0,0,2020,0,0,2,0,4,2,TA,10,Typ,2,TA,1977,Unf,2,630,TA,0,0,0,0,0,0,NA,0,10,2007,144000
780,78,10530.46352,10530,Inside,Duplex,SFoyer,6,5,1977,1977,Plywood,ImStucc,BrkFace,90,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,0,0,975,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,TA,4,Typ,0,NA,1977,Unf,2,504,TA,0,0,0,0,0,0,NA,0,5,2006,135000
781,63,7875.42251,7875,Inside,1Fam,1Story,7,5,1995,1996,HdBoard,HdBoard,BrkFace,38,TA,TA,PConc,Gd,Gd,No,Unf,0,0,1237,1237,Y,SBrkr,1253,0,0,1253,0,0,2,0,3,1,TA,6,Typ,1,TA,1995,Fin,2,402,TA,220,21,0,0,0,0,NA,0,6,2007,176000
782,65,7153.151958,7153,Inside,1Fam,2Story,6,5,1992,1992,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,0,374,761,Y,SBrkr,810,793,0,1603,0,0,2,1,3,1,Gd,7,Typ,0,NA,1992,RFn,2,484,TA,0,124,0,0,0,0,NA,0,7,2006,175900
783,67,16285.01401,16285,Inside,1Fam,1Story,7,5,2001,2002,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,0,1413,1413,Y,SBrkr,1430,0,0,1430,0,0,2,0,3,1,Gd,6,Typ,0,NA,2001,RFn,2,605,TA,0,33,0,0,0,0,NA,0,6,2009,187100
784,,9101.816379,9101,Corner,1Fam,SFoyer,5,6,1978,1978,Plywood,Plywood,BrkFace,104,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,0,0,1097,Y,SBrkr,1110,0,0,1110,1,0,1,0,1,1,Gd,4,Typ,1,TA,1978,Fin,2,602,TA,303,30,0,0,0,0,NA,0,7,2009,165500
785,35,6300.809292,6300,Inside,1Fam,2.5Unf,6,6,1914,2001,Wd Sdng,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,0,742,742,Y,SBrkr,742,742,0,1484,0,0,2,0,3,1,TA,9,Typ,1,Gd,NA,NA,0,0,NA,0,291,134,0,0,0,NA,0,6,2008,128000
786,,9790.721465,9790,Inside,1Fam,1Story,6,5,1967,1967,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,251,630,491,1372,Y,SBrkr,1342,0,0,1342,0,0,2,0,3,1,TA,7,Typ,1,Gd,1967,Unf,2,457,TA,0,0,0,0,197,0,NA,0,9,2009,161500
787,60,10800.44598,10800,Inside,1Fam,1.5Fin,5,6,1915,1950,MetalSd,MetalSd,None,0,TA,Gd,PConc,Fa,TA,No,LwQ,686,0,0,686,Y,SBrkr,966,686,0,1652,1,0,2,0,4,1,TA,7,Typ,0,NA,1961,Unf,1,416,TA,0,0,196,0,0,0,Shed,1200,6,2010,139000
788,76,10142.83038,10142,Inside,1Fam,2Story,7,5,2004,2004,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,656,0,300,956,Y,SBrkr,956,1128,0,2084,1,0,2,1,4,1,Gd,8,Typ,0,NA,2004,RFn,2,618,TA,0,45,0,0,0,0,NA,0,1,2010,233000
789,50,6000.975878,6000,Corner,1Fam,1Story,4,7,1954,2000,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,0,901,901,Y,SBrkr,901,0,0,901,0,0,1,0,2,1,TA,4,Typ,0,NA,1954,Unf,1,281,Fa,0,0,0,0,0,0,NA,0,8,2008,107900
790,,12205.85285,12205,Inside,1Fam,2Story,6,8,1966,2007,HdBoard,HdBoard,BrkFace,157,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,0,264,832,Y,SBrkr,976,1111,0,2087,0,0,2,1,5,1,Gd,9,Typ,0,NA,1966,Fin,2,444,TA,133,168,0,0,0,0,NA,0,7,2007,187500
791,43,3182.46759,3182,Inside,TwnhsE,1Story,7,5,2005,2006,VinylSd,VinylSd,BrkFace,11,Gd,TA,PConc,Gd,TA,No,GLQ,16,0,1129,1145,Y,SBrkr,1145,0,0,1145,0,0,2,0,2,1,Gd,5,Typ,1,Gd,2005,Fin,2,397,TA,100,16,0,0,0,0,NA,0,9,2009,160200
792,,11333.24927,11333,Corner,1Fam,SLvl,6,5,1976,1976,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,Av,ALQ,539,0,490,1029,Y,SBrkr,1062,0,0,1062,1,0,1,0,3,1,TA,5,Typ,2,TA,1976,RFn,2,539,TA,120,0,0,0,0,0,NA,0,5,2007,146800
793,92,9920.422521,9920,CulDSac,1Fam,2Story,7,5,1996,1997,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,862,0,255,1117,Y,SBrkr,1127,886,0,2013,1,0,2,1,3,1,TA,8,Typ,1,TA,1997,Unf,2,455,TA,180,130,0,0,0,0,NA,0,6,2007,269790
794,76,9158.639802,9158,Inside,1Fam,1Story,8,5,2007,2007,CemntBd,CmentBd,Stone,140,Gd,TA,PConc,Gd,TA,Av,Unf,0,0,1496,1496,Y,SBrkr,1496,0,0,1496,0,0,2,0,3,1,Gd,7,Typ,0,NA,2007,Fin,2,474,TA,168,130,0,0,0,0,NA,0,6,2007,225000
795,,10832.80114,10832,Corner,1Fam,2Story,7,5,1994,1996,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,0,712,712,Y,SBrkr,1086,809,0,1895,0,0,2,1,3,1,Gd,7,Typ,1,TA,1994,Fin,2,409,TA,143,46,0,0,0,0,Shed,500,10,2008,194500
796,70,8400.737424,8400,Inside,1Fam,2Story,6,6,1980,1981,HdBoard,HdBoard,BrkFace,130,TA,TA,CBlock,Gd,TA,No,Unf,0,0,650,650,Y,SBrkr,888,676,0,1564,0,0,2,1,3,1,TA,7,Typ,1,TA,1980,Unf,2,476,TA,0,50,0,0,204,0,NA,0,4,2010,171000
797,71,8197.662278,8197,Inside,1Fam,1Story,6,5,1977,1977,Plywood,Plywood,BrkFace,148,TA,TA,CBlock,TA,TA,No,Unf,0,0,660,660,Y,SBrkr,1285,0,0,1285,0,0,1,1,3,1,TA,7,Typ,1,TA,1977,RFn,2,528,TA,138,0,0,0,0,0,NA,0,4,2007,143500
798,57,7677.70424,7677,Inside,1Fam,1Story,5,5,1953,1953,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,570,0,203,773,Y,SBrkr,773,0,0,773,0,0,1,0,2,1,TA,4,Typ,0,NA,1953,Unf,1,240,TA,0,0,0,0,0,0,NA,0,4,2008,110000
799,104,13518.92176,13518,Inside,1Fam,2Story,9,5,2008,2009,VinylSd,VinylSd,Stone,860,Ex,TA,PConc,Ex,TA,No,Unf,0,0,1926,1926,Y,SBrkr,1966,1174,0,3140,0,0,3,1,4,1,Ex,11,Typ,2,Gd,2009,Fin,3,820,TA,144,78,0,0,0,0,NA,0,7,2009,485000
800,60,7200.896273,7200,Corner,1Fam,1.5Fin,5,7,1937,1950,Wd Sdng,Wd Sdng,BrkFace,252,TA,TA,BrkTil,Gd,TA,No,ALQ,569,0,162,731,Y,SBrkr,981,787,0,1768,1,0,1,1,3,1,Gd,7,Typ,2,TA,1939,Unf,1,240,TA,0,0,264,0,0,0,NA,0,6,2007,175000
801,79,12798.59771,12798,Inside,1Fam,2Story,6,5,1997,1997,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Gd,GLQ,462,0,154,616,Y,SBrkr,616,1072,0,1688,1,0,2,1,4,1,Gd,8,Typ,0,NA,1997,RFn,2,603,TA,403,114,185,0,0,0,Shed,400,5,2008,200000
802,40,4800.069962,4800,Inside,1Fam,1Story,4,7,1916,1990,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,LwQ,197,0,999,1196,Y,FuseA,1196,0,0,1196,1,0,1,0,2,1,TA,5,Typ,0,NA,1957,Unf,2,440,TA,0,0,0,0,0,0,NA,0,7,2007,109900
803,63,8199.8903,8199,Inside,1Fam,2Story,7,5,2005,2005,WdShing,Wd Shng,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,648,0,80,728,Y,SBrkr,728,728,0,1456,1,0,2,1,3,1,Gd,7,Typ,1,Gd,2005,Fin,2,410,TA,36,18,0,0,0,0,NA,0,10,2008,189000
804,107,13891.85545,13891,Inside,1Fam,2Story,9,5,2008,2009,VinylSd,VinylSd,Stone,424,Ex,TA,PConc,Ex,TA,Gd,Unf,0,0,1734,1734,Y,SBrkr,1734,1088,0,2822,0,0,3,1,4,1,Ex,12,Typ,1,Gd,2009,RFn,3,1020,TA,52,170,0,0,192,0,NA,0,1,2009,582933
805,75,9000.260571,9000,Inside,1Fam,1Story,5,5,1954,1954,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,812,0,124,936,Y,SBrkr,1128,0,0,1128,0,0,1,0,2,1,TA,5,Min1,0,NA,1954,Unf,1,286,TA,0,0,0,0,0,0,NA,0,6,2006,118000
806,91,12274.31931,12274,FR2,1Fam,1Story,7,5,2008,2008,VinylSd,VinylSd,Stone,256,Gd,TA,PConc,Gd,TA,No,Unf,0,0,1417,1417,Y,SBrkr,1428,0,0,1428,0,0,2,0,3,1,Ex,6,Typ,0,NA,2008,RFn,2,554,TA,0,60,0,0,0,0,NA,0,7,2008,227680
807,75,9750.24395,9750,Inside,1Fam,SLvl,5,5,1967,1967,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,Av,ALQ,400,480,100,980,Y,SBrkr,980,0,0,980,0,0,2,0,3,1,TA,6,Typ,0,NA,1967,Fin,1,384,TA,68,0,0,0,0,0,NA,0,10,2006,135500
808,144,21384.7314,21384,Inside,1Fam,2Story,5,6,1923,2004,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Gd,GLQ,1309,0,15,1324,Y,SBrkr,1072,504,0,1576,2,0,1,1,3,1,Gd,6,Typ,1,TA,1923,RFn,2,528,TA,0,312,0,0,0,0,NA,0,5,2009,223500
809,85,13400.43213,13400,Inside,1Fam,SLvl,5,5,1966,1966,VinylSd,VinylSd,BrkFace,1047,TA,TA,CBlock,TA,TA,Av,ALQ,516,128,380,1024,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,1,Gd,1966,RFn,2,484,TA,0,0,0,0,0,0,NA,0,6,2006,159950
810,90,8100.785107,8100,Corner,1Fam,2.5Unf,5,5,1898,1965,AsbShng,AsbShng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,0,849,849,N,FuseA,1075,1063,0,2138,0,0,2,0,2,3,TA,11,Typ,0,NA,1910,Unf,2,360,Fa,40,156,0,0,0,0,NA,0,11,2009,106000
811,78,10140.95699,10140,Inside,1Fam,1Story,6,6,1974,1999,HdBoard,HdBoard,BrkFace,99,TA,TA,CBlock,TA,TA,No,ALQ,663,377,0,1040,Y,SBrkr,1309,0,0,1309,1,0,1,1,3,1,Gd,5,Typ,1,Fa,1974,RFn,2,484,TA,265,0,0,0,0,648,NA,0,1,2006,181000
812,,4438.891824,4438,Inside,TwnhsE,1Story,6,5,2004,2004,VinylSd,VinylSd,BrkFace,169,Gd,TA,PConc,Gd,TA,Gd,GLQ,662,0,186,848,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,1,Gd,2004,Fin,2,420,TA,140,0,0,0,0,0,NA,0,6,2008,144500
813,66,8712.940319,8712,Inside,1Fam,1Story,5,5,1952,1952,Wd Sdng,Wd Sdng,None,0,Fa,TA,CBlock,TA,TA,Av,Unf,0,0,540,540,N,FuseA,1044,0,0,1044,0,0,1,0,2,1,Fa,4,Typ,0,NA,1952,Unf,2,504,TA,0,0,0,0,0,0,Shed,54,6,2010,55993
814,75,9750.253883,9750,Inside,1Fam,1Story,6,6,1958,1958,MetalSd,MetalSd,BrkFace,243,TA,TA,CBlock,TA,TA,No,Rec,608,0,834,1442,Y,SBrkr,1442,0,0,1442,0,0,1,1,4,1,TA,7,Typ,0,NA,1958,RFn,1,301,TA,0,0,275,0,0,0,Shed,500,4,2007,157900
815,45,8248.965377,8248,Inside,1Fam,1.5Fin,5,7,1918,1950,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,0,686,686,Y,SBrkr,686,564,0,1250,0,1,1,1,3,1,Fa,7,Typ,0,NA,1955,Unf,1,280,TA,207,0,96,0,0,0,NA,0,7,2006,116000
